BRISONr,BLUE,Trait,n_obs_modelo,n_genotipos_modelo,singular,status_modelo,Condition,Year,Location,Treatment,Nitrogen,Fungicide,Water,Trait_abbrev
BRISONr_56,71.98262619679417,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_57,60.13960883206095,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_58,75.6007710615904,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_59,65.63248401720354,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_6,74.63739040559076,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_60,78.64257304620554,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_61,76.9586369341824,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_62,77.18962237753988,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_63,65.62415396930508,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_64,63.39395655176123,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_65,77.97765713785816,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_66,72.98251027577115,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_67,76.62167349780019,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_68,70.98292849972609,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_69,60.43039777642028,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_7,74.11345636822644,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_70,71.50608685718564,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_71,76.37049838043121,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_72,72.3855851060739,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_73,65.96557088529768,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_74,73.37629511517802,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_75,67.52855702489384,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_76,66.38066818818038,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_77,67.72862374594216,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_78,62.38443105268178,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_79,70.23619974035344,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_8,75.45615368604439,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_80,66.64198973699774,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_81,67.68824532738428,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_82,71.99360282977078,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_83,74.43390039171445,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_84,62.121234724615114,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_85,79.77589239560724,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_86,57.58194937363825,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_87,70.37860301947904,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_88,73.24189724937962,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_89,64.54832541876601,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_9,76.03580804238419,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_90,67.3645809621901,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_91,75.81942495492868,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_92,70.45054068065558,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_93,67.14628808625069,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_94,40.10592533887925,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_95,82.10946527357733,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_96,73.51144737633757,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_97,66.29469044114266,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_98,51.95961886610397,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_99,59.46700252602868,Seedyield,440,220,FALSE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,GY
BRISONr_1,0.4411445961342416,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_10,0.4857823675610514,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_100,0.4432354712511948,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_101,0.42491255113535303,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_102,0.45327480623421573,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_103,0.33183402663371664,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_104,0.46981521574945867,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_105,0.46740583594387247,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_106,0.5021410211225119,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_107,0.45708034396784203,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_108,0.48940914158305454,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_109,0.46071098688859097,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_11,0.48441047793099634,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_110,0.3825700644849036,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_111,0.4503275599030782,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_112,0.4149563767943095,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_113,0.4208442283273776,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_114,0.4618250635756106,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_115,0.4485847426788177,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_116,0.427581399712769,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_117,0.4124854894879401,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_118,0.4799891097195752,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_119,0.454615426906372,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_12,0.4891264951069228,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_120,0.4540658259385128,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_121,0.4514621102965157,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_122,0.48013883532587737,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_123,0.39986120290179344,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_125,0.4605317480224271,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_126,0.45262977507843977,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_127,0.41289315612497357,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_128,0.4561935244430156,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_129,0.43212547322877215,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_13,0.5191529291705128,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_131,0.3935523580168497,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_132,0.4724095945812839,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_133,0.4167902699495697,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_134,0.405647777141767,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_135,0.3584238973283674,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_136,0.4644934234122234,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_137,0.408833142377386,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_138,0.3961994941306181,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_139,0.44311941871429356,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_14,0.4585037020665268,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_140,0.40209964696722406,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_141,0.4457018799944568,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_142,0.45825081460851846,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_143,0.4163866150241458,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_144,0.41013728663151844,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_145,0.42080176396394425,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_146,0.4315218086389589,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_147,0.4540891318633193,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_148,0.42604947992209186,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_149,0.3938658604503143,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_15,0.4325788545174155,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_150,0.4227324345486822,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_151,0.4080043217935442,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_152,0.41848653164520805,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_153,0.4450481451790734,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_154,0.4579002574616193,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_156,0.3859763236633277,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_157,0.365214431586113,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_158,0.3584635815711514,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_159,0.3993226404243083,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_160,0.4476632118599367,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_161,0.38590776528322873,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_162,0.43652849245901043,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_163,0.4172145845786013,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_164,0.463599035390732,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_166,0.4399023147165002,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_167,0.38983355447898876,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_168,0.3951087624431609,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_169,0.4255052928219821,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_17,0.5021398775664988,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_170,0.37563488450793164,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_171,0.4243812757325568,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_172,0.42615153821962953,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_173,0.3932596455600677,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_174,0.43564646387619166,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_175,0.3313613464361403,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_176,0.37852885450576407,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_177,0.4914961978348017,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_178,0.5137926691019019,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_179,0.5117340143999434,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_18,0.45926009986382205,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_180,0.48853615520282173,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_181,0.468144486085639,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_182,0.5514295167291922,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_183,0.5503034174385181,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_184,0.4551999221714173,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_185,0.5415774839997981,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_186,0.5312607827693173,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_187,0.4596888260254597,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_188,0.436226595695292,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_189,0.3799158587890983,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_190,0.45804195804195796,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_191,0.519444592222163,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_192,0.46021074406878276,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_193,0.4214287738649174,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_194,0.39787727688363483,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_195,0.44260550892540484,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_196,0.31036479444122755,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_197,0.4364955584186614,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_198,0.4362243158091185,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_199,0.3657639821819981,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_2,0.5017951020352059,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_20,0.4280775048620614,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_200,0.44734179185802136,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_201,0.46418896074676336,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_202,0.465742251223491,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_203,0.4209595586646625,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_204,0.4718448790936249,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_205,0.4263706859234372,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_206,0.37171185139699536,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_207,0.4802746814077358,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_208,0.48532106737226127,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
BRISONr_209,0.42121087877545443,Harvest_Index,225,204,TRUE,lmer_ok,2016__KAL__LN_NF_RF,2016,KAL,LN_NF_RF,LN,NF,RF,HI
